0,1,2,3,4,,,,,,,,
Dark Depths,Painter,182.18,3,0.016200454,1.215034021,0.004050114,"{""source"": ""Dark Depths"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""Painter"", ""value"": 0.0040501135},"
Antiquities War,Dark Depths,184.68,3,0.015984655,1.198849105,0.003996164,"{""source"": ""Antiquities War"", ""target"": ""Dark Depths"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Dark Depths"", ""value"": 0.00399616375},"
Bomberman,Food Chain,154,2.5,0.015974441,1.198083067,0.00399361,"{""source"": ""Bomberman"", ""target"": ""Food Chain"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""Food Chain"", ""value"": 0.00399361025},"
Arclight Phoenix,Dragon Stompy,247.54,4,0.015902043,1.192653256,0.003975511,"{""source"": ""Arclight Phoenix"", ""target"": ""Dragon Stompy"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Dragon Stompy"", ""value"": 0.00397551075},"
Merfolk,Nic Fit,187.56,3,0.015743073,1.180730479,0.003935768,"{""source"": ""Merfolk"", ""target"": ""Nic Fit"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Merfolk"", ""target"": ""Nic Fit"", ""value"": 0.00393576825},"
Elves,UWx Control,219.21,3.5,0.015715504,1.178662835,0.003928876,"{""source"": ""Elves"", ""target"": ""UWx Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""UWx Control"", ""value"": 0.003928876},"
Legacy Landstill,LOAM,168.16,2.67,0.015629573,1.172217994,0.003907393,"{""source"": ""Legacy Landstill"", ""target"": ""LOAM"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Legacy Landstill"", ""target"": ""LOAM"", ""value"": 0.00390739325},"
Dark Depths,Legacy Landstill,183.4,2.89,0.015513447,1.163508508,0.003878362,"{""source"": ""Dark Depths"", ""target"": ""Legacy Landstill"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""Legacy Landstill"", ""value"": 0.00387836175},"
Affinity,Arclight Phoenix,234.07,3.67,0.015437032,1.157777404,0.003859258,"{""source"": ""Affinity"", ""target"": ""Arclight Phoenix"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Arclight Phoenix"", ""value"": 0.003859258},"
Cloudpost Ramp,Legacy Landstill,192.15,3,0.01537279,1.152959262,0.003843198,"{""source"": ""Cloudpost Ramp"", ""target"": ""Legacy Landstill"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""Legacy Landstill"", ""value"": 0.0038431975},"
Antiquities War,Pikula,163.5,2.5,0.015060241,1.129518072,0.00376506,"{""source"": ""Antiquities War"", ""target"": ""Pikula"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Pikula"", ""value"": 0.00376506025},"
Burn,Delver (Other),197.02,3,0.0149985,1.124887511,0.003749625,"{""source"": ""Burn"", ""target"": ""Delver (Other)"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Burn"", ""target"": ""Delver (Other)"", ""value"": 0.003749625},"
Canadian Threshold,Elves,200.12,3,0.014769594,1.107719575,0.003692399,"{""source"": ""Canadian Threshold"", ""target"": ""Elves"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Canadian Threshold"", ""target"": ""Elves"", ""value"": 0.0036923985},"
Cloudpost Ramp,Grixis Delver,216.98,3.25,0.014757299,1.106797439,0.003689325,"{""source"": ""Cloudpost Ramp"", ""target"": ""Grixis Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""Grixis Delver"", ""value"": 0.00368932475},"
Dredge,MUD,200.34,3,0.014753615,1.106521098,0.003688404,"{""source"": ""Dredge"", ""target"": ""MUD"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dredge"", ""target"": ""MUD"", ""value"": 0.00368840375},"
Dredge,Pikula,202,3,0.014634146,1.097560976,0.003658537,"{""source"": ""Dredge"", ""target"": ""Pikula"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dredge"", ""target"": ""Pikula"", ""value"": 0.0036585365},"
Arclight Phoenix,Cloudpost Ramp,283.66,4.2,0.014590426,1.094281943,0.003647607,"{""source"": ""Arclight Phoenix"", ""target"": ""Cloudpost Ramp"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Cloudpost Ramp"", ""value"": 0.0036476065},"
Burn,Infect,202.86,3,0.014573011,1.092975809,0.003643253,"{""source"": ""Burn"", ""target"": ""Infect"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Burn"", ""target"": ""Infect"", ""value"": 0.00364325275},"
Cloudpost Ramp,Death's Shadow,232.19,3.4,0.014431852,1.082388896,0.003607963,"{""source"": ""Cloudpost Ramp"", ""target"": ""Death's Shadow"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""Death's Shadow"", ""value"": 0.003607963},"
Dragon Stompy,Grixis Delver,181.76,2.6,0.014102842,1.05771317,0.003525711,"{""source"": ""Dragon Stompy"", ""target"": ""Grixis Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""Grixis Delver"", ""value"": 0.0035257105},"
Elves,Merfolk,175.83,2.5,0.014018954,1.051421522,0.003504739,"{""source"": ""Elves"", ""target"": ""Merfolk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""Merfolk"", ""value"": 0.0035047385},"
Lands,Merfolk,177.11,2.5,0.013919047,1.043928512,0.003479762,"{""source"": ""Lands"", ""target"": ""Merfolk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Lands"", ""target"": ""Merfolk"", ""value"": 0.00347976175},"
Legacy Landstill,Zombie Bombardment,143,2,0.013793103,1.034482759,0.003448276,"{""source"": ""Legacy Landstill"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Legacy Landstill"", ""target"": ""Zombie Bombardment"", ""value"": 0.00344827575},"
Affinity,Junk,143.5,2,0.013745704,1.030927835,0.003436426,"{""source"": ""Affinity"", ""target"": ""Junk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Junk"", ""value"": 0.003436426},"
Food Chain,Goblins,180.5,2.5,0.013661202,1.024590164,0.003415301,"{""source"": ""Food Chain"", ""target"": ""Goblins"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Food Chain"", ""target"": ""Goblins"", ""value"": 0.0034153005},"
Eldrazi Aggro,Infect,217.97,3,0.013576504,1.01823777,0.003394126,"{""source"": ""Eldrazi Aggro"", ""target"": ""Infect"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""Infect"", ""value"": 0.003394126},"
Antiquities War,Doomsday,146,2,0.013513514,1.013513514,0.003378379,"{""source"": ""Antiquities War"", ""target"": ""Doomsday"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Doomsday"", ""value"": 0.0033783785},"
Grixis Control,MUD,221.5,3,0.013363029,1.002227171,0.003340757,"{""source"": ""Grixis Control"", ""target"": ""MUD"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Control"", ""target"": ""MUD"", ""value"": 0.00334075725},"
Grixis Control,Maverick,222.16,3,0.013323859,0.999289394,0.003330965,"{""source"": ""Grixis Control"", ""target"": ""Maverick"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Control"", ""target"": ""Maverick"", ""value"": 0.00333096475},"
Dark Depths,Dredge,224.18,3,0.013205388,0.990404085,0.003301347,"{""source"": ""Dark Depths"", ""target"": ""Dredge"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""Dredge"", ""value"": 0.003301347},"
Elves,MUD,187.34,2.5,0.013168984,0.987673831,0.003292246,"{""source"": ""Elves"", ""target"": ""MUD"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""MUD"", ""value"": 0.003292246},"
Cloudpost Ramp,Zombie Bombardment,193.15,2.5,0.01277792,0.958343982,0.00319448,"{""source"": ""Cloudpost Ramp"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""Zombie Bombardment"", ""value"": 0.00319448},"
Arclight Phoenix,Slivers,236.41,3,0.012530805,0.939810367,0.003132701,"{""source"": ""Arclight Phoenix"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Slivers"", ""value"": 0.00313270125},"
Dragon Stompy,Zombie Bombardment,157.63,2,0.012528973,0.939672994,0.003132243,"{""source"": ""Dragon Stompy"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""Zombie Bombardment"", ""value"": 0.00313224325},"
Maverick,Zombie Bombardment,162,2,0.012195122,0.914634146,0.003048781,"{""source"": ""Maverick"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Maverick"", ""target"": ""Zombie Bombardment"", ""value"": 0.0030487805},"
Affinity,Maverick,162.5,2,0.012158055,0.911854103,0.003039514,"{""source"": ""Affinity"", ""target"": ""Maverick"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Maverick"", ""value"": 0.00303951375},"
Belcher,Pikula,162.5,2,0.012158055,0.911854103,0.003039514,"{""source"": ""Belcher"", ""target"": ""Pikula"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Pikula"", ""value"": 0.00303951375},"
Belcher,Grixis Delver,167.83,2,0.011776482,0.883236177,0.002944121,"{""source"": ""Belcher"", ""target"": ""Grixis Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Grixis Delver"", ""value"": 0.0029441205},"
BUG Midrange,Cloudpost Ramp,211.48,2.5,0.011683335,0.876250117,0.002920834,"{""source"": ""BUG Midrange"", ""target"": ""Cloudpost Ramp"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""BUG Midrange"", ""target"": ""Cloudpost Ramp"", ""value"": 0.00292083375},"
Affinity,Delver (Other),169.33,2,0.011673379,0.875503414,0.002918345,"{""source"": ""Affinity"", ""target"": ""Delver (Other)"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Delver (Other)"", ""value"": 0.00291834475},"
Lands,Painter,170.28,2,0.011609009,0.870675644,0.002902252,"{""source"": ""Lands"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Lands"", ""target"": ""Painter"", ""value"": 0.00290225225},"
Belcher,Goblins,170.5,2,0.011594203,0.869565217,0.002898551,"{""source"": ""Belcher"", ""target"": ""Goblins"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Goblins"", ""value"": 0.00289855075},"
Belcher,Lands,170.78,2,0.011575414,0.868156037,0.002893854,"{""source"": ""Belcher"", ""target"": ""Lands"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Lands"", ""value"": 0.0028938535},"
Doomsday,LOAM,171,2,0.011560694,0.867052023,0.002890174,"{""source"": ""Doomsday"", ""target"": ""LOAM"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""LOAM"", ""value"": 0.0028901735},"
Lands,Legacy Landstill,171.28,2,0.011542013,0.86565097,0.002885503,"{""source"": ""Lands"", ""target"": ""Legacy Landstill"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Lands"", ""target"": ""Legacy Landstill"", ""value"": 0.00288550325},"
Grixis Control,Humans,203.9,2.38,0.011537716,0.865328679,0.002884429,"{""source"": ""Grixis Control"", ""target"": ""Humans"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Control"", ""target"": ""Humans"", ""value"": 0.002884429},"
Lands,Slivers,172.78,2,0.011442957,0.858221765,0.002860739,"{""source"": ""Lands"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Lands"", ""target"": ""Slivers"", ""value"": 0.00286073925},"
Burn,Junk,173.19,2,0.011416177,0.856213254,0.002854044,"{""source"": ""Burn"", ""target"": ""Junk"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Burn"", ""target"": ""Junk"", ""value"": 0.00285404425},"
Canadian Threshold,Cloudpost Ramp,225.27,2.5,0.010975985,0.823198841,0.002743996,"{""source"": ""Canadian Threshold"", ""target"": ""Cloudpost Ramp"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Canadian Threshold"", ""target"": ""Cloudpost Ramp"", ""value"": 0.00274399625},"
Cloudpost Ramp,Storm,227.02,2.5,0.010892297,0.816922273,0.002723074,"{""source"": ""Cloudpost Ramp"", ""target"": ""Storm"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""Storm"", ""value"": 0.00272307425},"
Elves,UR Delver,204.82,2.25,0.010865891,0.814941807,0.002716473,"{""source"": ""Elves"", ""target"": ""UR Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""UR Delver"", ""value"": 0.00271647275},"
Antiquities War,Nic Fit,184.23,2,0.010739408,0.805455619,0.002684852,"{""source"": ""Antiquities War"", ""target"": ""Nic Fit"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Nic Fit"", ""value"": 0.002684852},"
Affinity,Death's Shadow,184.34,2,0.010733069,0.804980144,0.002683267,"{""source"": ""Affinity"", ""target"": ""Death's Shadow"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Death's Shadow"", ""value"": 0.00268326725},"
Dragon Stompy,Lands,185.91,2,0.010643393,0.798254484,0.002660848,"{""source"": ""Dragon Stompy"", ""target"": ""Lands"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""Lands"", ""value"": 0.00266084825},"
Dark Depths,Slivers,186.68,2,0.010599958,0.79499682,0.00264999,"{""source"": ""Dark Depths"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""Slivers"", ""value"": 0.0026499895},"
Belcher,Eldrazi Aggro,187.8,2,0.010537408,0.790305585,0.002634352,"{""source"": ""Belcher"", ""target"": ""Eldrazi Aggro"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Eldrazi Aggro"", ""value"": 0.002634352},"
Eldrazi Aggro,Legacy Landstill,188.3,2,0.010509721,0.788229112,0.00262743,"{""source"": ""Eldrazi Aggro"", ""target"": ""Legacy Landstill"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""Legacy Landstill"", ""value"": 0.00262743025},"
Affinity,Stoneblade,190.42,2,0.01039393,0.779544746,0.002598483,"{""source"": ""Affinity"", ""target"": ""Stoneblade"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Stoneblade"", ""value"": 0.0025984825},"
4-c Control,Eldrazi Aggro,194.63,2,0.010171388,0.762854091,0.002542847,"{""source"": ""4-c Control"", ""target"": ""Eldrazi Aggro"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""4-c Control"", ""target"": ""Eldrazi Aggro"", ""value"": 0.002542847},"
Maverick,Sneak & Show,237.33,2.43,0.010135135,0.760135135,0.002533784,"{""source"": ""Maverick"", ""target"": ""Sneak & Show"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Maverick"", ""target"": ""Sneak & Show"", ""value"": 0.00253378375},"
Maverick,Storm,195.87,2,0.010107646,0.758073483,0.002526912,"{""source"": ""Maverick"", ""target"": ""Storm"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Maverick"", ""target"": ""Storm"", ""value"": 0.0025269115},"
Merfolk,Zombie Bombardment,150.83,1.5,0.009847043,0.738528195,0.002461761,"{""source"": ""Merfolk"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Merfolk"", ""target"": ""Zombie Bombardment"", ""value"": 0.00246176075},"
Food Chain,Humans,154,1.5,0.009646302,0.723472669,0.002411576,"{""source"": ""Food Chain"", ""target"": ""Humans"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Food Chain"", ""target"": ""Humans"", ""value"": 0.0024115755},"
Food Chain,MUD,172.5,1.67,0.009588333,0.719124993,0.002397083,"{""source"": ""Food Chain"", ""target"": ""MUD"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Food Chain"", ""target"": ""MUD"", ""value"": 0.00239708325},"
Arclight Phoenix,Humans,236.01,2.2,0.009235548,0.692666135,0.002308887,"{""source"": ""Arclight Phoenix"", ""target"": ""Humans"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Humans"", ""value"": 0.002308887},"
Humans,Reanimator,214.86,2,0.00922254,0.691690492,0.002305635,"{""source"": ""Humans"", ""target"": ""Reanimator"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Humans"", ""target"": ""Reanimator"", ""value"": 0.002305635},"
Legacy Landstill,Reanimator,215.36,2,0.009201325,0.690099374,0.002300331,"{""source"": ""Legacy Landstill"", ""target"": ""Reanimator"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Legacy Landstill"", ""target"": ""Reanimator"", ""value"": 0.00230033125},"
Death and taxes,Doomsday,220.18,2,0.00900171,0.675128274,0.002250428,"{""source"": ""Death and taxes"", ""target"": ""Doomsday"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death and taxes"", ""target"": ""Doomsday"", ""value"": 0.0022504275},"
Cloudpost Ramp,UR Delver,229.47,2,0.008640429,0.648032142,0.002160107,"{""source"": ""Cloudpost Ramp"", ""target"": ""UR Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Cloudpost Ramp"", ""target"": ""UR Delver"", ""value"": 0.00216010725},"
Elves,Grixis Control,232.16,2,0.008541168,0.640587632,0.002135292,"{""source"": ""Elves"", ""target"": ""Grixis Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""Grixis Control"", ""value"": 0.002135292},"
Humans,Painter,143.5,1,0.006920415,0.519031142,0.001730104,"{""source"": ""Humans"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Humans"", ""target"": ""Painter"", ""value"": 0.00173010375},"
Junk,Painter,144,1,0.006896552,0.517241379,0.001724138,"{""source"": ""Junk"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Junk"", ""target"": ""Painter"", ""value"": 0.001724138},"
Painter,Zombie Bombardment,144,1,0.006896552,0.517241379,0.001724138,"{""source"": ""Painter"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Painter"", ""target"": ""Zombie Bombardment"", ""value"": 0.001724138},"
Affinity,Humans,145,1,0.006849315,0.51369863,0.001712329,"{""source"": ""Affinity"", ""target"": ""Humans"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Humans"", ""value"": 0.00171232875},"
Junk,Slivers,146.5,1,0.006779661,0.508474576,0.001694915,"{""source"": ""Junk"", ""target"": ""Slivers"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Junk"", ""target"": ""Slivers"", ""value"": 0.00169491525},"
Merfolk,Reanimator,223.19,1.5,0.006675865,0.500689839,0.001668966,"{""source"": ""Merfolk"", ""target"": ""Reanimator"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Merfolk"", ""target"": ""Reanimator"", ""value"": 0.00166896625},"
4-c Control,Belcher,150.83,1,0.006586314,0.493973523,0.001646579,"{""source"": ""4-c Control"", ""target"": ""Belcher"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""4-c Control"", ""target"": ""Belcher"", ""value"": 0.0016465785},"
Humans,Sneak & Show,219.83,1.43,0.006462985,0.484723854,0.001615746,"{""source"": ""Humans"", ""target"": ""Sneak & Show"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Humans"", ""target"": ""Sneak & Show"", ""value"": 0.00161574625},"
Dragon Stompy,Humans,159.13,1,0.006244926,0.46836945,0.001561232,"{""source"": ""Dragon Stompy"", ""target"": ""Humans"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""Humans"", ""value"": 0.0015612315},"
Maverick,Painter,163,1,0.006097561,0.457317073,0.00152439,"{""source"": ""Maverick"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Maverick"", ""target"": ""Painter"", ""value"": 0.00152439025},"
MUD,Zombie Bombardment,163.34,1,0.006084946,0.456370938,0.001521237,"{""source"": ""MUD"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""MUD"", ""target"": ""Zombie Bombardment"", ""value"": 0.0015212365},"
Affinity,BUG Midrange,163.83,1,0.006066857,0.455014257,0.001516714,"{""source"": ""Affinity"", ""target"": ""BUG Midrange"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""BUG Midrange"", ""value"": 0.00151671425},"
Antiquities War,Maverick,165.5,1,0.006006006,0.45045045,0.001501502,"{""source"": ""Antiquities War"", ""target"": ""Maverick"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Maverick"", ""value"": 0.0015015015},"
Dragon Stompy,Food Chain,170.13,1,0.005843511,0.438263309,0.001460878,"{""source"": ""Dragon Stompy"", ""target"": ""Food Chain"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""Food Chain"", ""value"": 0.00146087775},"
Belcher,LOAM,171,1,0.005813953,0.436046512,0.001453488,"{""source"": ""Belcher"", ""target"": ""LOAM"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""LOAM"", ""value"": 0.00145348825},"
Elves,Legacy Landstill,172,1,0.005780347,0.433526012,0.001445087,"{""source"": ""Elves"", ""target"": ""Legacy Landstill"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""Legacy Landstill"", ""value"": 0.00144508675},"
Antiquities War,Elves,173.5,1,0.005730659,0.429799427,0.001432665,"{""source"": ""Antiquities War"", ""target"": ""Elves"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Elves"", ""value"": 0.00143266475},"
Affinity,Infect,177.17,1,0.005612617,0.420946287,0.001403154,"{""source"": ""Affinity"", ""target"": ""Infect"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Infect"", ""value"": 0.00140315425},"
Belcher,UR Delver,179.82,1,0.005530362,0.414777126,0.001382591,"{""source"": ""Belcher"", ""target"": ""UR Delver"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""UR Delver"", ""value"": 0.0013825905},"
Nic Fit,Painter,183.73,1,0.005413306,0.405997943,0.001353327,"{""source"": ""Nic Fit"", ""target"": ""Painter"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Nic Fit"", ""target"": ""Painter"", ""value"": 0.0013533265},"
Dredge,Humans,185.5,1,0.00536193,0.402144772,0.001340483,"{""source"": ""Dredge"", ""target"": ""Humans"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dredge"", ""target"": ""Humans"", ""value"": 0.0013404825},"
Eldrazi Aggro,Zombie Bombardment,190.3,1,0.005227392,0.392054365,0.001306848,"{""source"": ""Eldrazi Aggro"", ""target"": ""Zombie Bombardment"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""Zombie Bombardment"", ""value"": 0.001306848},"
Infect,MUD,195.01,1,0.005101781,0.382633539,0.001275445,"{""source"": ""Infect"", ""target"": ""MUD"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Infect"", ""target"": ""MUD"", ""value"": 0.00127544525},"
Belcher,UWx Control,196.71,1,0.005057913,0.379343483,0.001264478,"{""source"": ""Belcher"", ""target"": ""UWx Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""UWx Control"", ""value"": 0.00126447825},"
Affinity,UWx Control,197.71,1,0.005032459,0.377434452,0.001258115,"{""source"": ""Affinity"", ""target"": ""UWx Control"", ""value"": 0},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""UWx Control"", ""value"": 0.00125811475},"
